,xbox,ybox,width,high,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xege,xegvy,yege,yegvx,lettr,prediction
9817,3.0,8.0,6.0,6.0,6.0,8.0,7.0,1.0,4.0,10.0,6.0,7.0,5.0,9.0,4.0,5.0,F,A
9818,3.0,4.0,4.0,3.0,2.0,6.0,7.0,4.0,4.0,9.0,7.0,9.0,2.0,8.0,5.0,10.0,G,G
9819,2.0,4.0,4.0,3.0,2.0,7.0,9.0,4.0,3.0,11.0,4.0,4.0,1.0,10.0,2.0,8.0,P,P
9820,3.0,5.0,5.0,3.0,2.0,4.0,8.0,5.0,7.0,12.0,9.0,11.0,1.0,9.0,3.0,7.0,C,C
9821,6.0,9.0,5.0,7.0,4.0,3.0,11.0,2.0,2.0,9.0,10.0,8.0,3.0,11.0,1.0,7.0,V,V
9822,4.0,10.0,5.0,8.0,6.0,7.0,6.0,10.0,0.0,7.0,8.0,8.0,7.0,5.0,0.0,8.0,M,M
9823,2.0,3.0,3.0,2.0,1.0,7.0,12.0,2.0,2.0,7.0,11.0,8.0,2.0,10.0,1.0,8.0,V,V
9824,4.0,8.0,5.0,6.0,5.0,8.0,5.0,7.0,4.0,7.0,6.0,8.0,4.0,7.0,6.0,10.0,R,R
9825,4.0,7.0,6.0,5.0,4.0,9.0,6.0,4.0,6.0,10.0,5.0,6.0,2.0,8.0,6.0,10.0,B,B
9826,5.0,9.0,7.0,7.0,8.0,7.0,7.0,3.0,4.0,6.0,6.0,9.0,7.0,7.0,8.0,7.0,K,K
9827,7.0,11.0,7.0,6.0,5.0,7.0,7.0,3.0,4.0,9.0,8.0,8.0,7.0,10.0,6.0,8.0,H,R
9828,2.0,7.0,4.0,5.0,2.0,12.0,3.0,4.0,3.0,12.0,2.0,9.0,2.0,6.0,3.0,9.0,A,A
9829,6.0,11.0,8.0,8.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,7.0,3.0,6.0,4.0,7.0,G,D
9830,4.0,9.0,6.0,7.0,3.0,4.0,2.0,8.0,7.0,1.0,2.0,3.0,1.0,6.0,1.0,6.0,L,L
9831,2.0,6.0,2.0,4.0,2.0,5.0,10.0,7.0,3.0,7.0,4.0,9.0,2.0,6.0,5.0,11.0,R,R
9832,3.0,10.0,4.0,7.0,1.0,7.0,14.0,0.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0,T,T
9833,2.0,1.0,3.0,2.0,1.0,7.0,8.0,7.0,6.0,9.0,7.0,11.0,1.0,9.0,3.0,10.0,C,C
9834,6.0,9.0,6.0,7.0,4.0,3.0,9.0,1.0,6.0,10.0,11.0,7.0,1.0,11.0,3.0,5.0,Y,Y
9835,5.0,8.0,8.0,6.0,5.0,10.0,5.0,3.0,5.0,9.0,4.0,7.0,8.0,6.0,2.0,9.0,M,M
9836,2.0,1.0,2.0,2.0,1.0,6.0,7.0,4.0,8.0,7.0,6.0,11.0,3.0,8.0,5.0,9.0,K,K
9837,3.0,6.0,4.0,4.0,2.0,5.0,11.0,1.0,5.0,13.0,7.0,5.0,1.0,10.0,1.0,7.0,F,F
9838,1.0,1.0,2.0,1.0,0.0,6.0,7.0,6.0,9.0,7.0,6.0,15.0,0.0,8.0,4.0,10.0,C,C
9839,1.0,0.0,1.0,0.0,0.0,8.0,7.0,6.0,2.0,6.0,6.0,9.0,2.0,8.0,2.0,8.0,Q,Q
9840,7.0,13.0,6.0,7.0,5.0,11.0,4.0,4.0,6.0,11.0,4.0,8.0,4.0,8.0,8.0,11.0,Q,Q
9841,4.0,5.0,4.0,7.0,4.0,7.0,7.0,12.0,2.0,7.0,9.0,8.0,8.0,5.0,0.0,8.0,M,M
9842,8.0,12.0,7.0,6.0,4.0,8.0,8.0,2.0,5.0,10.0,5.0,6.0,3.0,8.0,7.0,8.0,F,F
9843,4.0,3.0,5.0,4.0,2.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,3.0,8.0,4.0,8.0,O,H
9844,4.0,8.0,6.0,6.0,3.0,9.0,7.0,1.0,8.0,10.0,3.0,7.0,2.0,8.0,3.0,8.0,X,X
9845,3.0,7.0,5.0,5.0,2.0,8.0,7.0,2.0,10.0,11.0,5.0,9.0,1.0,8.0,6.0,9.0,Z,Z
9846,3.0,4.0,4.0,6.0,2.0,7.0,6.0,15.0,2.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0,H,H
9847,6.0,9.0,5.0,4.0,3.0,8.0,7.0,4.0,3.0,9.0,8.0,10.0,4.0,8.0,7.0,11.0,C,C
9848,7.0,10.0,7.0,8.0,5.0,6.0,6.0,7.0,7.0,10.0,7.0,11.0,2.0,9.0,5.0,9.0,G,G
9849,5.0,7.0,7.0,5.0,3.0,7.0,8.0,4.0,1.0,6.0,8.0,8.0,8.0,9.0,0.0,8.0,W,W
9850,4.0,6.0,6.0,4.0,3.0,10.0,7.0,3.0,5.0,10.0,2.0,5.0,5.0,9.0,1.0,8.0,N,N
9851,4.0,10.0,6.0,8.0,3.0,7.0,6.0,8.0,8.0,6.0,6.0,9.0,2.0,8.0,6.0,11.0,G,G
9852,2.0,7.0,2.0,5.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0,L,L
9853,4.0,8.0,5.0,6.0,4.0,7.0,7.0,3.0,8.0,5.0,6.0,8.0,3.0,8.0,6.0,8.0,X,X
9854,5.0,10.0,6.0,8.0,5.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,3.0,7.0,4.0,8.0,O,O
9855,2.0,0.0,2.0,1.0,0.0,2.0,0.0,6.0,4.0,0.0,3.0,4.0,0.0,8.0,0.0,8.0,L,L
9856,0.0,7.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I,I
9857,3.0,3.0,4.0,5.0,4.0,8.0,7.0,7.0,3.0,6.0,5.0,9.0,3.0,8.0,5.0,9.0,Q,Q
9858,1.0,3.0,2.0,1.0,1.0,6.0,5.0,1.0,7.0,8.0,3.0,10.0,0.0,7.0,2.0,8.0,L,L
9859,5.0,11.0,7.0,9.0,5.0,6.0,8.0,5.0,7.0,6.0,8.0,9.0,3.0,9.0,1.0,8.0,U,U
9860,5.0,11.0,6.0,9.0,8.0,7.0,10.0,6.0,3.0,7.0,6.0,8.0,8.0,10.0,7.0,8.0,M,G
9861,9.0,13.0,9.0,7.0,6.0,8.0,9.0,4.0,4.0,12.0,4.0,4.0,5.0,10.0,6.0,6.0,P,P
9862,3.0,7.0,4.0,4.0,2.0,7.0,6.0,14.0,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0,H,H
9863,1.0,0.0,2.0,0.0,0.0,8.0,3.0,2.0,0.0,7.0,2.0,8.0,2.0,6.0,1.0,8.0,A,A
9864,7.0,10.0,10.0,8.0,6.0,4.0,9.0,2.0,8.0,10.0,11.0,10.0,3.0,9.0,3.0,5.0,X,X
9865,2.0,4.0,4.0,3.0,2.0,7.0,2.0,2.0,1.0,6.0,2.0,8.0,2.0,7.0,3.0,6.0,A,A
9866,7.0,10.0,10.0,8.0,5.0,6.0,7.0,1.0,9.0,10.0,8.0,9.0,3.0,8.0,4.0,7.0,X,X
9867,4.0,9.0,5.0,7.0,4.0,6.0,8.0,9.0,7.0,7.0,5.0,7.0,2.0,8.0,9.0,10.0,B,B
9868,10.0,14.0,8.0,8.0,5.0,8.0,8.0,5.0,4.0,9.0,6.0,6.0,4.0,9.0,9.0,8.0,G,G
9869,4.0,6.0,6.0,4.0,6.0,8.0,8.0,4.0,3.0,6.0,6.0,7.0,7.0,9.0,7.0,8.0,H,H
9870,8.0,9.0,8.0,6.0,7.0,3.0,10.0,2.0,3.0,10.0,9.0,8.0,7.0,11.0,2.0,6.0,W,W
9871,8.0,11.0,8.0,6.0,5.0,9.0,8.0,4.0,4.0,12.0,4.0,4.0,5.0,10.0,6.0,7.0,P,P
9872,2.0,3.0,3.0,2.0,1.0,8.0,9.0,2.0,6.0,13.0,5.0,4.0,1.0,9.0,1.0,8.0,F,F
9873,2.0,0.0,2.0,1.0,0.0,2.0,1.0,6.0,5.0,0.0,2.0,4.0,0.0,8.0,0.0,8.0,L,L
9874,2.0,6.0,3.0,4.0,2.0,5.0,10.0,9.0,4.0,9.0,6.0,5.0,2.0,9.0,3.0,8.0,P,P
9875,4.0,11.0,4.0,8.0,4.0,6.0,7.0,10.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,B,B
9876,5.0,9.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,10.0,5.0,6.0,2.0,8.0,6.0,10.0,B,B
9877,7.0,10.0,9.0,7.0,6.0,7.0,8.0,2.0,9.0,12.0,6.0,8.0,1.0,8.0,6.0,8.0,Z,Z
9878,2.0,3.0,2.0,2.0,1.0,5.0,8.0,5.0,6.0,11.0,9.0,11.0,1.0,9.0,3.0,8.0,C,C
9879,1.0,0.0,2.0,1.0,1.0,6.0,10.0,7.0,2.0,7.0,5.0,8.0,2.0,7.0,4.0,9.0,R,R
9880,1.0,3.0,2.0,2.0,0.0,7.0,7.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I,I
9881,3.0,7.0,5.0,5.0,2.0,8.0,9.0,4.0,2.0,6.0,13.0,8.0,3.0,10.0,0.0,8.0,V,V
9882,7.0,10.0,7.0,5.0,5.0,6.0,8.0,4.0,5.0,9.0,9.0,9.0,7.0,11.0,6.0,7.0,H,K
9883,2.0,1.0,3.0,2.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0,Z,Z
9884,1.0,4.0,3.0,3.0,1.0,8.0,6.0,3.0,4.0,14.0,6.0,11.0,1.0,7.0,0.0,7.0,J,J
9885,2.0,3.0,3.0,2.0,1.0,7.0,8.0,6.0,6.0,7.0,9.0,8.0,3.0,10.0,1.0,8.0,U,U
9886,4.0,9.0,6.0,7.0,3.0,7.0,6.0,4.0,6.0,15.0,7.0,11.0,1.0,6.0,1.0,7.0,J,J
9887,4.0,9.0,4.0,7.0,2.0,0.0,1.0,4.0,6.0,1.0,0.0,7.0,0.0,8.0,0.0,8.0,L,L
9888,6.0,10.0,4.0,5.0,3.0,7.0,9.0,5.0,5.0,10.0,6.0,9.0,3.0,8.0,6.0,10.0,E,R
9889,3.0,5.0,4.0,3.0,2.0,4.0,8.0,5.0,7.0,10.0,9.0,9.0,3.0,9.0,2.0,6.0,U,U
9890,4.0,6.0,4.0,4.0,2.0,5.0,12.0,3.0,6.0,12.0,9.0,5.0,2.0,11.0,1.0,5.0,T,T
9891,8.0,11.0,12.0,8.0,8.0,5.0,7.0,3.0,5.0,10.0,10.0,10.0,12.0,6.0,4.0,8.0,M,M
9892,4.0,10.0,5.0,8.0,3.0,8.0,6.0,0.0,8.0,13.0,6.0,9.0,1.0,6.0,3.0,8.0,I,L
9893,3.0,3.0,5.0,4.0,2.0,8.0,2.0,2.0,2.0,6.0,2.0,8.0,2.0,7.0,2.0,7.0,A,A
9894,7.0,11.0,6.0,6.0,3.0,7.0,10.0,6.0,4.0,10.0,9.0,5.0,5.0,12.0,4.0,9.0,V,P
9895,2.0,5.0,4.0,4.0,2.0,8.0,6.0,3.0,5.0,14.0,6.0,11.0,1.0,6.0,1.0,7.0,J,J
9896,4.0,5.0,5.0,5.0,5.0,9.0,8.0,4.0,6.0,6.0,8.0,9.0,4.0,11.0,7.0,10.0,S,L
9897,3.0,10.0,5.0,7.0,2.0,9.0,13.0,0.0,6.0,6.0,10.0,8.0,0.0,8.0,0.0,8.0,T,T
9898,8.0,12.0,7.0,6.0,3.0,6.0,8.0,2.0,7.0,9.0,6.0,8.0,5.0,7.0,3.0,7.0,K,K
9899,5.0,10.0,6.0,8.0,4.0,8.0,7.0,6.0,12.0,7.0,6.0,7.0,1.0,8.0,8.0,8.0,Z,Z
9900,7.0,9.0,8.0,8.0,9.0,7.0,9.0,5.0,8.0,7.0,7.0,8.0,5.0,10.0,11.0,7.0,T,E
9901,5.0,10.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,7.0,3.0,7.0,5.0,8.0,R,R
9902,4.0,9.0,6.0,7.0,5.0,9.0,10.0,2.0,2.0,5.0,9.0,7.0,8.0,12.0,1.0,7.0,W,W
9903,6.0,12.0,5.0,7.0,4.0,7.0,10.0,3.0,5.0,11.0,6.0,4.0,3.0,10.0,7.0,6.0,F,F
9904,4.0,9.0,4.0,7.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,8.0,L,L
9905,2.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,8.0,2.0,1.0,7.0,0.0,7.0,1.0,6.0,L,L
9906,6.0,10.0,9.0,8.0,7.0,9.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,8.0,3.0,6.0,H,D
9907,4.0,11.0,5.0,8.0,2.0,6.0,10.0,1.0,3.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,Y,Y
9908,4.0,8.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,7.0,7.0,10.0,10.0,5.0,2.0,8.0,M,M
9909,7.0,9.0,10.0,7.0,8.0,6.0,7.0,3.0,5.0,9.0,8.0,9.0,10.0,7.0,3.0,8.0,M,M
9910,3.0,7.0,5.0,5.0,4.0,8.0,8.0,6.0,6.0,7.0,6.0,5.0,2.0,8.0,7.0,10.0,B,B
9911,3.0,9.0,4.0,7.0,2.0,7.0,9.0,0.0,8.0,14.0,6.0,5.0,0.0,9.0,2.0,7.0,I,F
9912,6.0,9.0,8.0,5.0,3.0,8.0,7.0,3.0,4.0,13.0,4.0,8.0,5.0,8.0,0.0,7.0,N,N
9913,4.0,6.0,4.0,4.0,2.0,5.0,9.0,2.0,8.0,9.0,10.0,5.0,1.0,11.0,4.0,4.0,Y,Y
9914,5.0,9.0,6.0,7.0,2.0,4.0,7.0,9.0,2.0,7.0,6.0,12.0,4.0,8.0,3.0,11.0,K,K
9915,6.0,9.0,8.0,6.0,6.0,11.0,5.0,2.0,7.0,11.0,3.0,7.0,4.0,7.0,5.0,11.0,B,B
9916,2.0,4.0,3.0,3.0,1.0,5.0,13.0,3.0,6.0,11.0,9.0,4.0,1.0,11.0,1.0,5.0,T,T
9917,4.0,7.0,6.0,5.0,2.0,6.0,11.0,2.0,6.0,13.0,7.0,4.0,1.0,10.0,2.0,7.0,F,F
9918,6.0,7.0,8.0,6.0,6.0,7.0,4.0,4.0,5.0,7.0,4.0,8.0,4.0,5.0,6.0,7.0,Q,M
9919,7.0,11.0,7.0,6.0,4.0,10.0,1.0,4.0,2.0,11.0,6.0,14.0,4.0,5.0,5.0,11.0,A,A
9920,4.0,9.0,7.0,7.0,5.0,8.0,8.0,3.0,9.0,5.0,6.0,5.0,5.0,9.0,8.0,8.0,X,D
9921,6.0,9.0,6.0,4.0,3.0,8.0,5.0,4.0,5.0,9.0,4.0,7.0,4.0,7.0,5.0,10.0,D,R
9922,5.0,11.0,7.0,8.0,6.0,9.0,8.0,4.0,7.0,10.0,4.0,6.0,2.0,8.0,6.0,10.0,B,B
9923,4.0,9.0,5.0,8.0,5.0,8.0,7.0,3.0,6.0,6.0,7.0,9.0,3.0,8.0,7.0,8.0,L,E
9924,5.0,12.0,4.0,6.0,3.0,7.0,7.0,4.0,5.0,10.0,6.0,8.0,3.0,9.0,8.0,9.0,E,E
9925,2.0,7.0,3.0,5.0,2.0,6.0,7.0,9.0,6.0,7.0,6.0,7.0,2.0,8.0,8.0,9.0,B,B
9926,5.0,8.0,6.0,6.0,4.0,9.0,8.0,4.0,8.0,10.0,2.0,7.0,2.0,7.0,4.0,10.0,S,S
9927,2.0,4.0,4.0,3.0,2.0,8.0,7.0,3.0,4.0,9.0,4.0,7.0,2.0,7.0,3.0,10.0,R,R
9928,5.0,7.0,5.0,5.0,3.0,7.0,10.0,2.0,8.0,11.0,9.0,4.0,1.0,11.0,3.0,5.0,T,T
9929,2.0,4.0,3.0,3.0,3.0,7.0,8.0,5.0,5.0,7.0,5.0,7.0,2.0,6.0,4.0,8.0,R,R
9930,4.0,9.0,6.0,7.0,5.0,8.0,8.0,3.0,8.0,5.0,6.0,5.0,4.0,10.0,8.0,7.0,X,B
9931,1.0,3.0,3.0,2.0,2.0,8.0,7.0,2.0,4.0,10.0,5.0,7.0,2.0,8.0,3.0,9.0,B,B
9932,1.0,1.0,1.0,1.0,0.0,3.0,12.0,4.0,3.0,11.0,9.0,6.0,0.0,8.0,2.0,7.0,F,F
9933,5.0,4.0,6.0,6.0,7.0,8.0,8.0,3.0,3.0,6.0,8.0,7.0,5.0,10.0,5.0,5.0,P,P
9934,6.0,7.0,8.0,5.0,4.0,4.0,8.0,3.0,7.0,11.0,10.0,11.0,3.0,8.0,3.0,6.0,K,K
9935,5.0,8.0,7.0,6.0,5.0,10.0,6.0,3.0,7.0,10.0,4.0,7.0,2.0,8.0,5.0,11.0,B,B
9936,5.0,11.0,5.0,6.0,4.0,9.0,5.0,4.0,7.0,11.0,4.0,8.0,3.0,8.0,8.0,11.0,Q,Q
9937,3.0,7.0,4.0,5.0,3.0,8.0,7.0,6.0,4.0,9.0,5.0,8.0,3.0,8.0,3.0,8.0,O,O
9938,4.0,5.0,4.0,7.0,2.0,3.0,8.0,8.0,2.0,7.0,4.0,11.0,4.0,8.0,3.0,10.0,K,K
9939,5.0,9.0,4.0,4.0,2.0,7.0,6.0,4.0,5.0,4.0,8.0,7.0,5.0,8.0,2.0,7.0,U,U
9940,5.0,10.0,7.0,7.0,6.0,10.0,6.0,1.0,6.0,10.0,3.0,8.0,6.0,8.0,5.0,12.0,K,E
9941,7.0,9.0,10.0,7.0,6.0,9.0,6.0,2.0,7.0,10.0,3.0,8.0,7.0,8.0,6.0,10.0,K,K
9942,2.0,1.0,3.0,1.0,1.0,6.0,7.0,5.0,5.0,6.0,6.0,9.0,2.0,9.0,4.0,8.0,G,G
9943,9.0,14.0,6.0,8.0,4.0,7.0,6.0,5.0,6.0,8.0,3.0,8.0,6.0,8.0,6.0,8.0,O,B
9944,5.0,10.0,7.0,8.0,4.0,6.0,9.0,6.0,7.0,7.0,10.0,10.0,3.0,9.0,1.0,8.0,U,U
9945,4.0,6.0,7.0,5.0,6.0,6.0,9.0,5.0,6.0,8.0,7.0,8.0,6.0,9.0,7.0,7.0,B,B
9946,4.0,9.0,7.0,6.0,4.0,11.0,6.0,1.0,8.0,10.0,1.0,6.0,2.0,8.0,3.0,10.0,X,X
9947,2.0,7.0,3.0,5.0,2.0,7.0,5.0,12.0,4.0,7.0,11.0,8.0,3.0,9.0,0.0,8.0,U,U
9948,5.0,10.0,6.0,8.0,3.0,4.0,4.0,2.0,11.0,3.0,1.0,8.0,0.0,7.0,2.0,5.0,L,L
9949,3.0,6.0,5.0,4.0,2.0,7.0,10.0,2.0,7.0,6.0,12.0,9.0,2.0,11.0,2.0,8.0,Y,Y
9950,5.0,9.0,7.0,7.0,6.0,6.0,8.0,3.0,6.0,10.0,8.0,8.0,3.0,9.0,3.0,7.0,H,H
9951,2.0,8.0,3.0,6.0,2.0,8.0,7.0,2.0,6.0,11.0,5.0,9.0,1.0,6.0,2.0,5.0,J,J
9952,2.0,6.0,2.0,4.0,1.0,7.0,8.0,0.0,8.0,14.0,6.0,8.0,0.0,8.0,1.0,7.0,I,I
9953,4.0,7.0,5.0,5.0,4.0,8.0,8.0,6.0,7.0,6.0,5.0,9.0,3.0,8.0,3.0,8.0,H,D
9954,8.0,14.0,6.0,8.0,5.0,7.0,8.0,5.0,6.0,10.0,5.0,8.0,6.0,6.0,8.0,11.0,B,B
9955,4.0,9.0,6.0,7.0,3.0,6.0,12.0,3.0,8.0,8.0,12.0,8.0,1.0,11.0,1.0,7.0,T,T
9956,8.0,12.0,8.0,6.0,6.0,7.0,7.0,3.0,5.0,8.0,4.0,8.0,7.0,8.0,7.0,8.0,R,K
9957,3.0,4.0,4.0,3.0,2.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0,D,D
9958,4.0,7.0,5.0,5.0,3.0,8.0,7.0,12.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,M,M
9959,2.0,1.0,2.0,1.0,0.0,8.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,X,X
9960,3.0,5.0,5.0,3.0,2.0,6.0,8.0,2.0,4.0,11.0,7.0,7.0,5.0,8.0,0.0,7.0,N,N
9961,5.0,10.0,4.0,5.0,2.0,6.0,9.0,5.0,7.0,10.0,7.0,9.0,1.0,9.0,7.0,8.0,E,E
9962,7.0,10.0,7.0,5.0,3.0,3.0,9.0,2.0,1.0,9.0,10.0,8.0,8.0,12.0,1.0,6.0,W,W
9963,3.0,11.0,6.0,8.0,4.0,11.0,4.0,2.0,3.0,9.0,2.0,9.0,3.0,7.0,3.0,8.0,A,A
9964,5.0,9.0,7.0,6.0,4.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,4.0,8.0,4.0,9.0,C,H
9965,2.0,8.0,2.0,6.0,2.0,7.0,7.0,0.0,7.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,I,I
9966,5.0,6.0,5.0,4.0,3.0,3.0,11.0,2.0,3.0,10.0,11.0,8.0,2.0,11.0,1.0,8.0,V,V
9967,7.0,9.0,8.0,8.0,9.0,8.0,8.0,2.0,5.0,7.0,6.0,7.0,4.0,7.0,8.0,8.0,X,D
9968,5.0,9.0,6.0,7.0,4.0,7.0,4.0,3.0,1.0,7.0,2.0,8.0,3.0,8.0,3.0,8.0,A,A
9969,3.0,4.0,5.0,3.0,2.0,10.0,7.0,2.0,8.0,11.0,3.0,7.0,2.0,8.0,3.0,9.0,X,X
9970,7.0,11.0,5.0,6.0,3.0,6.0,9.0,6.0,8.0,10.0,7.0,8.0,1.0,9.0,7.0,8.0,E,E
9971,2.0,6.0,3.0,4.0,3.0,7.0,6.0,8.0,5.0,6.0,7.0,7.0,2.0,9.0,7.0,9.0,B,B
9972,8.0,15.0,8.0,8.0,5.0,4.0,9.0,3.0,8.0,11.0,11.0,9.0,4.0,9.0,3.0,5.0,X,X
9973,5.0,7.0,7.0,6.0,7.0,7.0,8.0,4.0,8.0,7.0,7.0,8.0,3.0,9.0,8.0,7.0,T,T
9974,3.0,4.0,4.0,6.0,2.0,8.0,7.0,6.0,9.0,4.0,6.0,7.0,0.0,8.0,9.0,8.0,S,S
9975,2.0,4.0,4.0,3.0,2.0,8.0,7.0,2.0,6.0,10.0,5.0,7.0,1.0,9.0,5.0,8.0,S,S
9976,1.0,3.0,3.0,2.0,1.0,6.0,8.0,2.0,7.0,11.0,7.0,9.0,1.0,8.0,4.0,9.0,E,E
9977,5.0,9.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,9.0,7.0,5.0,3.0,7.0,8.0,7.0,B,B
9978,6.0,12.0,5.0,6.0,3.0,7.0,3.0,3.0,5.0,7.0,2.0,7.0,3.0,6.0,5.0,8.0,S,S
9979,4.0,5.0,7.0,3.0,4.0,9.0,6.0,3.0,5.0,9.0,4.0,7.0,10.0,6.0,2.0,8.0,M,M
9980,4.0,10.0,6.0,8.0,3.0,8.0,6.0,3.0,7.0,15.0,6.0,10.0,1.0,6.0,1.0,7.0,J,J
9981,6.0,11.0,6.0,6.0,3.0,6.0,8.0,5.0,3.0,13.0,9.0,8.0,3.0,10.0,3.0,8.0,S,S
9982,5.0,5.0,6.0,8.0,2.0,6.0,7.0,7.0,11.0,6.0,6.0,14.0,1.0,8.0,4.0,9.0,C,C
9983,8.0,11.0,7.0,6.0,4.0,6.0,11.0,4.0,5.0,13.0,6.0,3.0,4.0,9.0,6.0,5.0,P,F
9984,4.0,7.0,6.0,5.0,5.0,7.0,9.0,6.0,5.0,8.0,6.0,8.0,3.0,10.0,8.0,10.0,F,F
9985,4.0,5.0,7.0,4.0,4.0,7.0,11.0,3.0,2.0,6.0,9.0,8.0,8.0,11.0,1.0,8.0,W,W
9986,4.0,11.0,6.0,8.0,9.0,7.0,7.0,3.0,5.0,7.0,7.0,10.0,7.0,11.0,8.0,5.0,L,X
9987,2.0,1.0,2.0,2.0,1.0,5.0,7.0,8.0,1.0,7.0,6.0,11.0,3.0,8.0,2.0,11.0,K,K
9988,3.0,9.0,4.0,6.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,8.0,0.0,8.0,0.0,8.0,L,L
9989,4.0,6.0,5.0,4.0,4.0,8.0,6.0,7.0,5.0,7.0,6.0,9.0,3.0,8.0,4.0,6.0,U,H
9990,7.0,11.0,10.0,8.0,11.0,9.0,3.0,4.0,4.0,9.0,6.0,10.0,6.0,6.0,11.0,11.0,S,C
9991,4.0,8.0,6.0,6.0,4.0,8.0,8.0,3.0,8.0,6.0,5.0,6.0,4.0,9.0,7.0,8.0,X,X
9992,4.0,5.0,5.0,4.0,3.0,7.0,9.0,5.0,5.0,7.0,7.0,7.0,5.0,9.0,2.0,6.0,N,N
9993,4.0,7.0,4.0,4.0,2.0,4.0,12.0,8.0,2.0,10.0,6.0,4.0,1.0,10.0,4.0,8.0,P,P
9994,3.0,7.0,5.0,5.0,4.0,6.0,7.0,7.0,6.0,7.0,10.0,9.0,3.0,9.0,4.0,8.0,T,C
9995,2.0,6.0,3.0,4.0,2.0,7.0,12.0,2.0,7.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0,T,T
9996,3.0,5.0,4.0,4.0,3.0,8.0,6.0,4.0,3.0,5.0,7.0,7.0,3.0,9.0,1.0,7.0,U,N
9997,8.0,11.0,6.0,6.0,4.0,9.0,6.0,6.0,6.0,11.0,4.0,9.0,6.0,6.0,6.0,10.0,B,B
9998,5.0,11.0,6.0,9.0,4.0,7.0,7.0,12.0,2.0,7.0,9.0,8.0,9.0,6.0,0.0,8.0,M,M
9999,5.0,11.0,7.0,9.0,4.0,9.0,7.0,2.0,6.0,14.0,3.0,7.0,0.0,7.0,0.0,7.0,J,J
10000,4.0,9.0,6.0,7.0,10.0,8.0,6.0,6.0,2.0,7.0,6.0,8.0,8.0,11.0,3.0,9.0,W,W
10001,5.0,10.0,7.0,9.0,4.0,8.0,5.0,9.0,8.0,5.0,4.0,8.0,3.0,8.0,4.0,8.0,Q,O
10002,6.0,9.0,9.0,7.0,6.0,8.0,8.0,4.0,1.0,7.0,9.0,8.0,7.0,11.0,0.0,8.0,W,W
10003,2.0,9.0,3.0,7.0,1.0,12.0,2.0,10.0,4.0,13.0,6.0,13.0,1.0,6.0,0.0,8.0,J,J
10004,5.0,10.0,5.0,5.0,4.0,7.0,7.0,4.0,6.0,8.0,5.0,7.0,5.0,10.0,6.0,6.0,D,D
10005,1.0,3.0,2.0,1.0,1.0,8.0,7.0,5.0,3.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0,O,O
10006,1.0,0.0,2.0,1.0,1.0,8.0,7.0,6.0,4.0,6.0,6.0,9.0,2.0,8.0,3.0,8.0,Q,Q
10007,7.0,10.0,7.0,5.0,3.0,8.0,7.0,4.0,4.0,9.0,7.0,7.0,6.0,10.0,5.0,9.0,H,H
10008,2.0,3.0,2.0,2.0,2.0,6.0,8.0,4.0,5.0,7.0,6.0,7.0,2.0,7.0,3.0,9.0,R,R
10009,5.0,9.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,3.0,11.0,6.0,9.0,T,T
10010,6.0,6.0,6.0,8.0,3.0,7.0,4.0,15.0,5.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0,U,U
10011,3.0,2.0,4.0,4.0,3.0,5.0,7.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,5.0,9.0,K,K
